GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P        PERMP  NPERM
ENSG00000130227    8   21777182   21864096      3       1  10000      -1.5166      0.93532        0.935   1000
ENSG00000158806    8   21881636   21894408      3       1  10000      -1.2217       0.8891        0.915   1000
ENSG00000158815    8   21899909   21906320      9       3  10000       3.1615    0.0007848       0.0011  10000
ENSG00000158856    8   21911081   21940038     69      15  10000     -0.52385      0.69981         0.71   1000
ENSG00000158863    8   21946719   21962409      3       2  10000      0.27538      0.39151        0.381   1000
ENSG00000168453    8   21971928   21989381     55       8  10000     -0.74986      0.77333        0.791   1000
ENSG00000168476    8   21995533   21999464     11       1  10000       1.4376     0.075281         0.06   1000
ENSG00000168481    8   22004338   22014345     44       7  10000     -0.68329      0.75279        0.777   1000
ENSG00000168484    8   22019168   22021992      1       1  10000      0.95298       0.1703        0.163   1000
ENSG00000168487    8   22022249   22069839      3       1  10000     -0.57932      0.71881         0.71   1000
ENSG00000168495    8   22102617   22112113      7       1  10000      -1.4254      0.92298        0.968   1000
ENSG00000254064    8   22112089   22132675      4       2  10000      0.35742      0.36039        0.351   1000
ENSG00000197181    8   22132810   22215076    221      17  10000       3.6004   0.00015884       0.0005  10000
ENSG00000241026    8   22247378   22248168      4       1  10000      -1.7504      0.95998        0.963   1000
ENSG00000120910    8   22298332   22398655    162       9  10000       3.2922    0.0004971       0.0007  10000
ENSG00000254272    8   22350144   22350557      1       1  10000      -1.1856       0.8821        0.862   1000
ENSG00000251034    8   22398358   22402918      3       1  10000      -1.7794      0.96241        0.986   1000
ENSG00000120896    8   22409208   22433301     68       2  10000       3.2802   0.00051874       0.0002  10000
ENSG00000120913    8   22436254   22455538     77       8  10000       1.1814      0.11872        0.106   1000
ENSG00000248235    8   22446806   22458479     11       5  10000     -0.51404      0.69639        0.705   1000
ENSG00000241852    8   22457114   22461663     67       5  10000       1.2188      0.11145        0.107   1000
ENSG00000158941    8   22462145   22479027      4       2  10000       1.2339      0.10862        0.101   1000
ENSG00000253200    8   22471421   22474170     94       9  10000       1.2161      0.11198        0.114   1000
ENSG00000147439    8   22477931   22526661     50       9  10000   -0.0065903      0.50263        0.462   1000
ENSG00000261026    8   22536526   22541522     58       4  10000        1.398     0.081059        0.081   1000
ENSG00000179388    8   22545172   22550815      4       2  10000      0.74428      0.22835        0.195   1000
ENSG00000253125    8   22547663   22656129      4       2  10000      0.98091      0.16332        0.152   1000
ENSG00000134020    8   22570764   22785421    259      42  10000      -2.0107      0.97782        0.988   1000
ENSG00000248738    8   22735485   22745535    148      36  10000      -1.1745       0.8799        0.882   1000
ENSG00000253142    8   22752947   22755326     12       3  10000      0.94729      0.17175        0.135   1000
ENSG00000245025    8   22842109   22876848     25       5  10000     -0.34594       0.6353        0.613   1000
ENSG00000008853    8   22844930   22877712      5       2  10000     -0.11779      0.54688         0.51   1000
ENSG00000120889    8   22877646   22926692      1       1  10000      0.05668       0.4774        0.472   1000
ENSG00000173535    8   22941868   22974950     83      11  10000      0.21672      0.41421        0.381   1000
ENSG00000253930    8   23046792   23048188      5       2  10000      0.65852       0.2551        0.227   1000
ENSG00000104689    8   23047965   23082639     36       5  10000      -0.2577      0.60168        0.567   1000
ENSG00000243265    8   23064431   23064882     11       2  10000       1.8597     0.031467        0.026   1000
ENSG00000246582    8   23081984   23088439      4       2  10000      0.15969      0.43656        0.425   1000
ENSG00000147457    8   23101150   23119512     61      12  10000       1.3276     0.092155        0.083   1000
ENSG00000104679    8   23145421   23153792     27       5  10000      -1.1892      0.88282        0.923   1000
ENSG00000134013    8   23154702   23261753      1       1  10000      0.87165       0.1917        0.206   1000
ENSG00000253837    8   23193684   23223638     87       9  10000      0.53985      0.29465        0.238   1000
ENSG00000197217    8   23243296   23315208      9       2  10000      0.41296      0.33982        0.293   1000
ENSG00000253390    8   23316114   23342484     44       5  10000       1.8802     0.030043        0.028   1000
ENSG00000147454    8   23386318   23432976    186      22  10000      0.86275      0.19414        0.191   1000
ENSG00000215298    8   23430157   23432974    110      12  10000       2.0528     0.020047        0.027   1000
ENSG00000167034    8   23536206   23540440     14       1  10000       1.5103     0.065478        0.065   1000
ENSG00000159167    8   23699428   23712320      2       1  10000       0.1075      0.45719        0.443   1000
ENSG00000253891    8   24027470   24034593      6       1  10000       -1.055       0.8543        0.872   1000
ENSG00000042980    8   24151553   24216531      1       1  10000      0.87238       0.1915        0.189   1000
ENSG00000253535    8   24153327   24769586     69       6  10000     -0.62088      0.73266        0.736   1000
ENSG00000134028    8   24241798   24263526      1       1  10000     -0.52498       0.7002        0.715   1000
ENSG00000069206    8   24298443   24384483      2       1  10000       1.4994     0.066891        0.053   1000
ENSG00000253643    8   24347825   24372342      1       1  10000       2.3297     0.009911       0.0096   5000
ENSG00000272163    8   24769678   24772230     32       3  10000     -0.44536      0.67197        0.663   1000
ENSG00000104722    8   24770525   24776611      3       2  10000        1.055       0.1457        0.149   1000
ENSG00000272157    8   24814135   24814624      2       1  10000      -1.0981      0.86392        0.857   1000
ENSG00000147459    8   25042238   25273232     17       3  10000     -0.25915      0.60224        0.601   1000
ENSG00000147437    8   25276776   25282170     18       2  10000      0.44653      0.32761        0.297   1000
ENSG00000104756    8   25285363   25315983     34       3  10000      -0.9172      0.82048         0.86   1000
ENSG00000184661    8   25316513   25365436      7       1  10000     -0.37272      0.64532        0.654   1000
ENSG00000221818    8   25699246   25902913     29       6  10000       1.1793      0.11913        0.116   1000
ENSG00000221914    8   26149007   26230196      1       1  10000      0.56364       0.2865        0.284   1000
ENSG00000228451    8   26236775   26240469    302      33  10000        4.308   8.2387e-06       0.0001  10000
ENSG00000104765    8   26240414   26270645     27       7  10000      0.70094      0.24167         0.22   1000
ENSG00000253430    8   26280109   26281445      4       1  10000    0.0077222      0.49692        0.477   1000
ENSG00000251203    8   26290545   26291581      1       1  10000       0.1459        0.442        0.437   1000
ENSG00000254362    8   26298007   26300111     16       2  10000     -0.56412      0.71366        0.726   1000
ENSG00000240694    8   26362202   26371608    148      16  10000      0.77819      0.21823        0.209   1000
ENSG00000253208    8   26405185   26405979      3       1  10000      0.23508      0.40707        0.385   1000
ENSG00000120907    8   26605667   26724790    511      41  10000       0.9134      0.18052        0.174   1000
ENSG00000240519    8   26629307   26629657      8       3  10000       1.8953     0.029024        0.033   1000
ENSG00000253813    8   26693334   26693817      1       1  10000       1.9693      0.02446        0.022   1000
ENSG00000253888    8   27041838   27068011     21       3  10000      0.66158      0.25412         0.25   1000
ENSG00000015592    8   27092840   27115937    406      44  10000         3.23   0.00061889       0.0014  10000
ENSG00000104228    8   27142404   27168836    274      22  10000       4.9582   3.5579e-07       0.0001  10000
ENSG00000120903    8   27317278   27336813      3       1  10000       5.4068   3.2082e-08       0.0001  10000
ENSG00000120915    8   27348296   27403081     64       7  10000      0.70466      0.24051        0.229   1000
ENSG00000120885    8   27454434   27472548      1       1  10000        1.284      0.09957        0.116   1000
ENSG00000168077    8   27491385   27534293     56       6  10000      0.64203      0.26043        0.221   1000
ENSG00000147419    8   27590828   27630151    524      18  10000       1.6276     0.051806        0.057   1000
ENSG00000253875    8   27590855   27613943     17       3  10000      0.52868      0.29851        0.274   1000
ENSG00000171320    8   27631903   27665745      2       1  10000     -0.97748      0.83583        0.856   1000
ENSG00000168078    8   27667137   27695612      1       1  10000       -2.473       0.9933        0.998   1000
ENSG00000168079    8   27727399   27850244     13       5  10000      0.32224      0.37364        0.338   1000
ENSG00000134014    8   27947748   28048673    216      22  10000     0.030419      0.48787        0.458   1000
